File	Relation ID	PDTB3 sense	Type	Connective	External argument	Internal argument	Full text
maz-14422.xml	19	Comparison.Contrast	explicit	Aber	"Im "" Spatzennest "" Groß Glienicke gehört das Klima zu den Stärken des Hauses , auch wenn das manchmal nach Essen riecht ."	die Kinder sehen noch , wie gekocht wird , anstatt mit Assiettenkost abgespeist zu werden .	"Im "" Spatzennest "" Groß Glienicke gehört das Klima zu den Stärken des Hauses , auch wenn das manchmal nach Essen riecht . Aber die Kinder sehen noch , wie gekocht wird , anstatt mit Assiettenkost abgespeist zu werden ."
maz-14422.xml	21	Expansion.Substitution.Arg1-as-subst	explicit	anstatt	sehen noch , wie gekocht wird ,	mit Assiettenkost abgespeist zu werden .	sehen noch , wie gekocht wird , anstatt mit Assiettenkost abgespeist zu werden .
maz-14422.xml	22	Contingency.Cause.Result	explicit	darum	All das weiß man im Ort zu schätzen ,	setzt nun , da ein Betrugsskandal das Haus erschüttert , eine Rettungsaktion ein , der man nur Erfolg wünschen kann .	All das weiß man im Ort zu schätzen , darum setzt nun , da ein Betrugsskandal das Haus erschüttert , eine Rettungsaktion ein , der man nur Erfolg wünschen kann .
maz-14422.xml	23	Expansion.Instantiation.Arg2-as-instance	implicit		Doch wichtiger als die Quadratmetergrößen von Spielzimmern , die Qualität von Bodenbelägen und aseptische Waschräume erachten die meisten Eltern andere Richtwerte .	Sie wollen vor allem , dass ihr Kind in einer harmonischen Umgebung den Tag verbringt , dass es ständige Bezugspersonen hat , die ihm Liebe und Wärme und Konsequenz entgegen bringen .	Doch wichtiger als die Quadratmetergrößen von Spielzimmern , die Qualität von Bodenbelägen und aseptische Waschräume erachten die meisten Eltern andere Richtwerte . Sie wollen vor allem , dass ihr Kind in einer harmonischen Umgebung den Tag verbringt , dass es ständige Bezugspersonen hat , die ihm Liebe und Wärme und Konsequenz entgegen bringen .
maz-14422.xml	24	Contingency.Cause.Reason	implicit		Sie wollen vor allem , dass ihr Kind in einer harmonischen Umgebung den Tag verbringt , dass es ständige Bezugspersonen hat , die ihm Liebe und Wärme und Konsequenz entgegen bringen .	Wenn die Knirpse herausgewachsen sind , erinnern sie sich vor allem , ob sie in ihrem Kindergarten glücklich waren , ob sie die Tanten leiden mochten oder nur sehnsüchtig den Abend herbeisehnten .	Sie wollen vor allem , dass ihr Kind in einer harmonischen Umgebung den Tag verbringt , dass es ständige Bezugspersonen hat , die ihm Liebe und Wärme und Konsequenz entgegen bringen . Wenn die Knirpse herausgewachsen sind , erinnern sie sich vor allem , ob sie in ihrem Kindergarten glücklich waren , ob sie die Tanten leiden mochten oder nur sehnsüchtig den Abend herbeisehnten .
maz-14422.xml	25	Expansion.Conjunction	implicit		Aber die Kinder sehen noch , wie gekocht wird , anstatt mit Assiettenkost abgespeist zu werden .	All das weiß man im Ort zu schätzen , darum setzt nun , da ein Betrugsskandal das Haus erschüttert , eine Rettungsaktion ein , der man nur Erfolg wünschen kann .	Aber die Kinder sehen noch , wie gekocht wird , anstatt mit Assiettenkost abgespeist zu werden . All das weiß man im Ort zu schätzen , darum setzt nun , da ein Betrugsskandal das Haus erschüttert , eine Rettungsaktion ein , der man nur Erfolg wünschen kann .
maz-16294.xml	3	Comparison.Concession.Arg2-as-denier	explicit	Doch	Sicher , entschieden ist noch lange nichts .	was jetzt an Nachrichten aus der Hauptstadt ins Dahmeland hinüber schwappt , hört sich so ganz anders an als das , was PDS-Spitzen unlängst noch im Bürgermeisterwahlkampf verkündeten .	Sicher , entschieden ist noch lange nichts . Doch was jetzt an Nachrichten aus der Hauptstadt ins Dahmeland hinüber schwappt , hört sich so ganz anders an als das , was PDS-Spitzen unlängst noch im Bürgermeisterwahlkampf verkündeten .
maz-16294.xml	6	Comparison.Concession.Arg2-as-denier	explicit	Zwar Aber	Zwar immer mit dem leisen Hinweis darauf , dass man sich stets auch an dem zu orientieren habe , was in den Planungen längst auf den Weg gebracht ist .	immer noch deutlich genug , dass die vielen Standortgegner in den Gemeinden die Botschaft wohl verstanden :	Zwar immer mit dem leisen Hinweis darauf , dass man sich stets auch an dem zu orientieren habe , was in den Planungen längst auf den Weg gebracht ist . Aber immer noch deutlich genug , dass die vielen Standortgegner in den Gemeinden die Botschaft wohl verstanden :
maz-16294.xml	7	Contingency.Cause.Reason	implicit		Der Ausbau des Flughafens Schönefeld wird nun auch für die PDS zu einer echten Gretchenfrage .	Kaum haben sich ihre Verhandlungsführer in Berlin mit der SPD darauf geeinigt , reiben sich die Genossen in der Region verwundert die Augen .	Der Ausbau des Flughafens Schönefeld wird nun auch für die PDS zu einer echten Gretchenfrage . Kaum haben sich ihre Verhandlungsführer in Berlin mit der SPD darauf geeinigt , reiben sich die Genossen in der Region verwundert die Augen .
maz-16294.xml	8	Comparison.Concession.Arg2-as-denier	AltLex	Sicher	Kaum haben sich ihre Verhandlungsführer in Berlin mit der SPD darauf geeinigt , reiben sich die Genossen in der Region verwundert die Augen .	Sicher , entschieden ist noch lange nichts .	Kaum haben sich ihre Verhandlungsführer in Berlin mit der SPD darauf geeinigt , reiben sich die Genossen in der Region verwundert die Augen . Sicher , entschieden ist noch lange nichts .
maz-16294.xml	9	Expansion.Instantiation.Arg2-as-instance	implicit		Doch was jetzt an Nachrichten aus der Hauptstadt ins Dahmeland hinüber schwappt , hört sich so ganz anders an als das , was PDS-Spitzen unlängst noch im Bürgermeisterwahlkampf verkündeten .	Den Standort Schönefeld lehnten sie kategorisch ab .	Doch was jetzt an Nachrichten aus der Hauptstadt ins Dahmeland hinüber schwappt , hört sich so ganz anders an als das , was PDS-Spitzen unlängst noch im Bürgermeisterwahlkampf verkündeten . Den Standort Schönefeld lehnten sie kategorisch ab .
maz-16294.xml	10	Expansion.Conjunction	implicit		Den Standort Schönefeld lehnten sie kategorisch ab .	Zwar immer mit dem leisen Hinweis darauf , dass man sich stets auch an dem zu orientieren habe , was in den Planungen längst auf den Weg gebracht ist .	Den Standort Schönefeld lehnten sie kategorisch ab . Zwar immer mit dem leisen Hinweis darauf , dass man sich stets auch an dem zu orientieren habe , was in den Planungen längst auf den Weg gebracht ist .
maz-16294.xml	11	Expansion.Level-of-detail.Arg2-as-detail	implicit		Aber immer noch deutlich genug , dass die vielen Standortgegner in den Gemeinden die Botschaft wohl verstanden :	die PDS-Leute setzen sich für unsere Interessen ein , sie sind in der Politik unsere Verbündeten .	Aber immer noch deutlich genug , dass die vielen Standortgegner in den Gemeinden die Botschaft wohl verstanden : die PDS-Leute setzen sich für unsere Interessen ein , sie sind in der Politik unsere Verbündeten .
maz-16294.xml	12	Temporal.Asynchronous.Precedence	AltLex	Jetzt	die PDS-Leute setzen sich für unsere Interessen ein , sie sind in der Politik unsere Verbündeten .	Jetzt sind sie doch ein bisschen dafür .	die PDS-Leute setzen sich für unsere Interessen ein , sie sind in der Politik unsere Verbündeten . Jetzt sind sie doch ein bisschen dafür .
maz-16294.xml	13	Expansion.Level-of-detail.Arg2-as-detail	implicit		Jetzt sind sie doch ein bisschen dafür .	"Prompt spricht der Bürgerverein BVBB von "" politisch-moralischer Verkommenheit "" , ist Schulzendorfs Bürgermeister enttäuscht , sieht Königs Wusterhausens künftiger Bürgermeister Widersprüchliches ."	"Jetzt sind sie doch ein bisschen dafür . Prompt spricht der Bürgerverein BVBB von "" politisch-moralischer Verkommenheit "" , ist Schulzendorfs Bürgermeister enttäuscht , sieht Königs Wusterhausens künftiger Bürgermeister Widersprüchliches ."
maz-16294.xml	14	Expansion.Level-of-detail.Arg1-as-detail	implicit		"Prompt spricht der Bürgerverein BVBB von "" politisch-moralischer Verkommenheit "" , ist Schulzendorfs Bürgermeister enttäuscht , sieht Königs Wusterhausens künftiger Bürgermeister Widersprüchliches ."	Die Genossen von der PDS haben jetzt einiges aufzuarbeiten .	"Prompt spricht der Bürgerverein BVBB von "" politisch-moralischer Verkommenheit "" , ist Schulzendorfs Bürgermeister enttäuscht , sieht Königs Wusterhausens künftiger Bürgermeister Widersprüchliches . Die Genossen von der PDS haben jetzt einiges aufzuarbeiten ."
maz-3547.xml	4	Comparison.Concession.Arg2-as-denier	explicit	aber	Verkehrsgesellschaften , Krankenhaus-GmbH oder Abfallwirtschaftsbetrieb stehen außerhalb der Kritik , diese Unternehmen erledigen Aufgaben der Daseinsvorsorge .	Dass etwa bei der ABU-Service-GmbH oder nun auch bei der Gesundheitszentrum-GmbH der zunächst gut gemeinte soziale Zweck alle Mittel der geschäftlichen Betätigung heiligen soll , ist nicht nachvollziehbar	Verkehrsgesellschaften , Krankenhaus-GmbH oder Abfallwirtschaftsbetrieb stehen außerhalb der Kritik , diese Unternehmen erledigen Aufgaben der Daseinsvorsorge . Dass aber etwa bei der ABU-Service-GmbH oder nun auch bei der Gesundheitszentrum-GmbH der zunächst gut gemeinte soziale Zweck alle Mittel der geschäftlichen Betätigung heiligen soll , ist nicht nachvollziehbar
maz-3547.xml	7	Contingency.Condition.Arg2-as-cond	explicit	wenn	Erst recht nicht ,	sich der Verdacht bestätigt , dass der Kreis Potsdam-Mittelmark so verantwortungslos wie in der anonymen Anzeige geschildert mit Steuergeld und Gebühreneinnahmen umgeht .	Erst recht nicht , wenn sich der Verdacht bestätigt , dass der Kreis Potsdam-Mittelmark so verantwortungslos wie in der anonymen Anzeige geschildert mit Steuergeld und Gebühreneinnahmen umgeht .
maz-3547.xml	8	Contingency.Cause.Reason	implicit		Die Verwaltungsspitze des Kreises Potsdam-Mittelmark gerät einmal mehr unter Druck .	Nicht zum ersten Mal steht die wirtschaftliche Betätigung der Tochtergesellschaften mit ihren vielfältigen und offenkundig schwer überschaubaren Verflechtungen in der Kritik .	Die Verwaltungsspitze des Kreises Potsdam-Mittelmark gerät einmal mehr unter Druck . Nicht zum ersten Mal steht die wirtschaftliche Betätigung der Tochtergesellschaften mit ihren vielfältigen und offenkundig schwer überschaubaren Verflechtungen in der Kritik .
maz-3547.xml	9	Expansion.Conjunction	implicit		Nicht zum ersten Mal steht die wirtschaftliche Betätigung der Tochtergesellschaften mit ihren vielfältigen und offenkundig schwer überschaubaren Verflechtungen in der Kritik .	Die diesmal schwerwiegenden Vorwürfe müssen nun von der Staatsanwaltschaft unter die Lupe genommen werden - nicht gerade eine Empfehlung für die am Donnerstag geplante Wiederwahl von Landrat Lothar Koch ( SPD ) .	Nicht zum ersten Mal steht die wirtschaftliche Betätigung der Tochtergesellschaften mit ihren vielfältigen und offenkundig schwer überschaubaren Verflechtungen in der Kritik . Die diesmal schwerwiegenden Vorwürfe müssen nun von der Staatsanwaltschaft unter die Lupe genommen werden - nicht gerade eine Empfehlung für die am Donnerstag geplante Wiederwahl von Landrat Lothar Koch ( SPD ) .
maz-3547.xml	10	Comparison.Concession.Arg2-as-denier	implicit		Warnungen vor einer ausufernden Geschäftstätigkeit des Kreises Potsdam-Mittelmark hat es oft genug gegeben .	Sie wurden ignoriert .	Warnungen vor einer ausufernden Geschäftstätigkeit des Kreises Potsdam-Mittelmark hat es oft genug gegeben . Sie wurden ignoriert .
maz-3547.xml	11	Expansion.Exception.Arg2-as-except	AltLex	stehen außerhalb	Sie wurden ignoriert .	Verkehrsgesellschaften , Krankenhaus-GmbH oder Abfallwirtschaftsbetrieb stehen außerhalb der Kritik , diese Unternehmen erledigen Aufgaben der Daseinsvorsorge .	Sie wurden ignoriert . Verkehrsgesellschaften , Krankenhaus-GmbH oder Abfallwirtschaftsbetrieb stehen außerhalb der Kritik , diese Unternehmen erledigen Aufgaben der Daseinsvorsorge .
maz-3547.xml	12	Expansion.Level-of-detail.Arg2-as-detail	AltLex	Erst recht	Dass aber etwa bei der ABU-Service-GmbH oder nun auch bei der Gesundheitszentrum-GmbH der zunächst gut gemeinte soziale Zweck alle Mittel der geschäftlichen Betätigung heiligen soll , ist nicht nachvollziehbar .	Erst recht nicht , wenn sich der Verdacht bestätigt , dass der Kreis Potsdam-Mittelmark so verantwortungslos wie in der anonymen Anzeige geschildert mit Steuergeld und Gebühreneinnahmen umgeht .	Dass aber etwa bei der ABU-Service-GmbH oder nun auch bei der Gesundheitszentrum-GmbH der zunächst gut gemeinte soziale Zweck alle Mittel der geschäftlichen Betätigung heiligen soll , ist nicht nachvollziehbar . Erst recht nicht , wenn sich der Verdacht bestätigt , dass der Kreis Potsdam-Mittelmark so verantwortungslos wie in der anonymen Anzeige geschildert mit Steuergeld und Gebühreneinnahmen umgeht .
maz-9884.xml	5	Expansion.Substitution.Arg2-as-subst	explicit	sondern	sondern das Wie , der Druck auf Abgeordnete , die kein Regierungsamt haben und ihr Gewissen deshalb auch nicht in den Vorzimmern der Macht abgeben können .	Nicht , dass beide eine Mehrheit für ihre Koalition suchten , war das Ärgerliche in den vergangenen Tagen ,	Nicht , dass beide eine Mehrheit für ihre Koalition suchten , war das Ärgerliche in den vergangenen Tagen , sondern das Wie , der Druck auf Abgeordnete , die kein Regierungsamt haben und ihr Gewissen deshalb auch nicht in den Vorzimmern der Macht abgeben können .
maz-9884.xml	7	Expansion.Conjunction	explicit	und	kein Regierungsamt haben	ihr Gewissen deshalb auch nicht in den Vorzimmern der Macht abgeben können .	kein Regierungsamt haben und ihr Gewissen deshalb auch nicht in den Vorzimmern der Macht abgeben können .
maz-9884.xml	9	Contingency.Cause.Result	explicit	deshalb	kein Regierungsamt haben	und ihr Gewissen auch nicht in den Vorzimmern der Macht abgeben können .	kein Regierungsamt haben und ihr Gewissen deshalb auch nicht in den Vorzimmern der Macht abgeben können .
maz-9884.xml	11	Contingency.Negative-condition.Arg2-as-negCond	explicit	andernfalls	Gut , dass wir eine rot-grüne Koalition haben , stoßseufzen viele hinter vorgehaltener Hand ,	würde die Republik brennen .	Gut , dass wir eine rot-grüne Koalition haben , stoßseufzen viele hinter vorgehaltener Hand , andernfalls würde die Republik brennen .
maz-9884.xml	12	Expansion.Conjunction	explicit	Und	Gut , dass wir eine rot-grüne Koalition haben , stoßseufzen viele hinter vorgehaltener Hand , andernfalls würde die Republik brennen .	das ist das Dilemma der Regierenden .	Gut , dass wir eine rot-grüne Koalition haben , stoßseufzen viele hinter vorgehaltener Hand , andernfalls würde die Republik brennen . Und das ist das Dilemma der Regierenden .
maz-9884.xml	20	Temporal.Synchronous	explicit	als	mit Amerika schon kritische Solidarität übten ,	Schröder noch Schmidt wegen dessen Amerikahörigkeit beschimpfte und Fischer in Mutlangen gegen die Nachrüstung demonstrierte .	mit Amerika schon kritische Solidarität übten , als Schröder noch Schmidt wegen dessen Amerikahörigkeit beschimpfte und Fischer in Mutlangen gegen die Nachrüstung demonstrierte .
maz-9884.xml	21	Contingency.Cause.Reason	explicit	wegen	Schröder noch Schmidt beschimpfte	dessen Amerikahörigkeit	Schröder noch Schmidt wegen dessen Amerikahörigkeit beschimpfte
maz-9884.xml	22	Expansion.Conjunction	explicit	und	Schröder noch Schmidt wegen dessen Amerikahörigkeit beschimpfte	Fischer in Mutlangen gegen die Nachrüstung demonstrierte .	Schröder noch Schmidt wegen dessen Amerikahörigkeit beschimpfte und Fischer in Mutlangen gegen die Nachrüstung demonstrierte .
maz-9884.xml	23	Contingency.Cause.Reason	explicit	da	Es stimmt schon , Schmidt , Kohl und Genscher hätten in Washington sehr viel genauer nach Strategie und Zielen fragen können ,	sie nicht vor der eigenen Vergangenheit weglaufen mussten .	Es stimmt schon , Schmidt , Kohl und Genscher hätten in Washington sehr viel genauer nach Strategie und Zielen fragen können , da sie nicht vor der eigenen Vergangenheit weglaufen mussten .
maz-9884.xml	24	Expansion.Conjunction	explicit	Und	Und des Gewissens , möchte man mit Blick auf Schröder und Fischer hinzufügen .	Verrat , hat Talleyrand einmal zynisch bemerkt , ist nur eine Frage des Datums .	Verrat , hat Talleyrand einmal zynisch bemerkt , ist nur eine Frage des Datums . Und des Gewissens , möchte man mit Blick auf Schröder und Fischer hinzufügen .
maz-9884.xml	25	Contingency.Cause.Reason	implicit		Und des Gewissens , möchte man mit Blick auf Schröder und Fischer hinzufügen .	Nicht , dass beide eine Mehrheit für ihre Koalition suchten , war das Ärgerliche in den vergangenen Tagen , sondern das Wie , der Druck auf Abgeordnete , die kein Regierungsamt haben und ihr Gewissen deshalb auch nicht in den Vorzimmern der Macht abgeben können .	Und des Gewissens , möchte man mit Blick auf Schröder und Fischer hinzufügen . Nicht , dass beide eine Mehrheit für ihre Koalition suchten , war das Ärgerliche in den vergangenen Tagen , sondern das Wie , der Druck auf Abgeordnete , die kein Regierungsamt haben und ihr Gewissen deshalb auch nicht in den Vorzimmern der Macht abgeben können .
maz-9884.xml	26	Contingency.Cause.Result	implicit		Nicht , dass beide eine Mehrheit für ihre Koalition suchten , war das Ärgerliche in den vergangenen Tagen , sondern das Wie , der Druck auf Abgeordnete , die kein Regierungsamt haben und ihr Gewissen deshalb auch nicht in den Vorzimmern der Macht abgeben können .	Gut , dass wir eine rot-grüne Koalition haben , stoßseufzen viele hinter vorgehaltener Hand , andernfalls würde die Republik brennen .	Nicht , dass beide eine Mehrheit für ihre Koalition suchten , war das Ärgerliche in den vergangenen Tagen , sondern das Wie , der Druck auf Abgeordnete , die kein Regierungsamt haben und ihr Gewissen deshalb auch nicht in den Vorzimmern der Macht abgeben können . Gut , dass wir eine rot-grüne Koalition haben , stoßseufzen viele hinter vorgehaltener Hand , andernfalls würde die Republik brennen .
maz-9884.xml	27	Expansion.Level-of-detail.Arg2-as-detail	implicit		Und das ist das Dilemma der Regierenden .	Wer in der Zeit , da er noch nach Ämtern strebte , mit eben denselben Argumenten , die heute aus dem pazifistischen Lager der Regierung entgegenschallen , Kohl , Genscher und Kinkel verteufelte , hat kein Recht , den Kritikern ihr Gewissen abzusprechen .	Und das ist das Dilemma der Regierenden . Wer in der Zeit , da er noch nach Ämtern strebte , mit eben denselben Argumenten , die heute aus dem pazifistischen Lager der Regierung entgegenschallen , Kohl , Genscher und Kinkel verteufelte , hat kein Recht , den Kritikern ihr Gewissen abzusprechen .
maz-9884.xml	28	Expansion.Conjunction	implicit		Wer in der Zeit , da er noch nach Ämtern strebte , mit eben denselben Argumenten , die heute aus dem pazifistischen Lager der Regierung entgegenschallen , Kohl , Genscher und Kinkel verteufelte , hat kein Recht , den Kritikern ihr Gewissen abzusprechen .	Die anfängliche Überreaktion von Kanzler und Außenminister hat eben auch damit zu tun , dass sie als Bekehrte das Misstrauen jener fürchten , die mit Amerika schon kritische Solidarität übten , als Schröder noch Schmidt wegen dessen Amerikahörigkeit beschimpfte und Fischer in Mutlangen gegen die Nachrüstung demonstrierte .	Wer in der Zeit , da er noch nach Ämtern strebte , mit eben denselben Argumenten , die heute aus dem pazifistischen Lager der Regierung entgegenschallen , Kohl , Genscher und Kinkel verteufelte , hat kein Recht , den Kritikern ihr Gewissen abzusprechen . Die anfängliche Überreaktion von Kanzler und Außenminister hat eben auch damit zu tun , dass sie als Bekehrte das Misstrauen jener fürchten , die mit Amerika schon kritische Solidarität übten , als Schröder noch Schmidt wegen dessen Amerikahörigkeit beschimpfte und Fischer in Mutlangen gegen die Nachrüstung demonstrierte .
maz-9884.xml	29	Expansion.Conjunction	implicit		Die anfängliche Überreaktion von Kanzler und Außenminister hat eben auch damit zu tun , dass sie als Bekehrte das Misstrauen jener fürchten , die mit Amerika schon kritische Solidarität übten , als Schröder noch Schmidt wegen dessen Amerikahörigkeit beschimpfte und Fischer in Mutlangen gegen die Nachrüstung demonstrierte .	Es stimmt schon , Schmidt , Kohl und Genscher hätten in Washington sehr viel genauer nach Strategie und Zielen fragen können , da sie nicht vor der eigenen Vergangenheit weglaufen mussten .	Die anfängliche Überreaktion von Kanzler und Außenminister hat eben auch damit zu tun , dass sie als Bekehrte das Misstrauen jener fürchten , die mit Amerika schon kritische Solidarität übten , als Schröder noch Schmidt wegen dessen Amerikahörigkeit beschimpfte und Fischer in Mutlangen gegen die Nachrüstung demonstrierte . Es stimmt schon , Schmidt , Kohl und Genscher hätten in Washington sehr viel genauer nach Strategie und Zielen fragen können , da sie nicht vor der eigenen Vergangenheit weglaufen mussten .
maz-9884.xml	30		NoRel		Es stimmt schon , Schmidt , Kohl und Genscher hätten in Washington sehr viel genauer nach Strategie und Zielen fragen können , da sie nicht vor der eigenen Vergangenheit weglaufen mussten .	Wie hat das Bismarck einmal formuliert ?	Es stimmt schon , Schmidt , Kohl und Genscher hätten in Washington sehr viel genauer nach Strategie und Zielen fragen können , da sie nicht vor der eigenen Vergangenheit weglaufen mussten . Wie hat das Bismarck einmal formuliert ?
maz-9884.xml	31		NoRel		Wie hat das Bismarck einmal formuliert ?	Die Geschichte ist so genau wie die preußische Oberrechnungskammer .	Wie hat das Bismarck einmal formuliert ? Die Geschichte ist so genau wie die preußische Oberrechnungskammer .
maz-6918.xml	3	Contingency.Cause.Result	explicit	Deshalb	Der Naturpark , der zwischen Jüterbog , Luckenwalde und Treuenbrietzen entsteht , ist außerhalb der Region noch viel zu wenig bekannt .	ist es zu begrüßen , dass Manfred Stolpe dem weiträumigen Areal vorgestern einen Besuch abstattete .	Der Naturpark , der zwischen Jüterbog , Luckenwalde und Treuenbrietzen entsteht , ist außerhalb der Region noch viel zu wenig bekannt . Deshalb ist es zu begrüßen , dass Manfred Stolpe dem weiträumigen Areal vorgestern einen Besuch abstattete .
maz-6918.xml	4	Comparison.Concession.Arg2-as-denier	explicit	allerdings	Um den etwa 7000 Hektar großen Naturpark soll ein Rundweg angelegt werden .	Die Abschnitte , auf denen möglicherweise weiterhin gefährliche Munition lagert , bleiben Sperrgebiet .	Um den etwa 7000 Hektar großen Naturpark soll ein Rundweg angelegt werden . Die Abschnitte , auf denen möglicherweise weiterhin gefährliche Munition lagert , bleiben allerdings Sperrgebiet .
maz-6918.xml	5	Contingency.Cause.Reason	implicit		Deshalb ist es zu begrüßen , dass Manfred Stolpe dem weiträumigen Areal vorgestern einen Besuch abstattete .	Ein beabsichtigter Effekt solcher Dienstreisen des Ministerpräsidenten in die Provinz ist es , möglichst viel öffentliche Aufmerksamkeit auf bestimmte Vorhaben zu lenken .	Deshalb ist es zu begrüßen , dass Manfred Stolpe dem weiträumigen Areal vorgestern einen Besuch abstattete . Ein beabsichtigter Effekt solcher Dienstreisen des Ministerpräsidenten in die Provinz ist es , möglichst viel öffentliche Aufmerksamkeit auf bestimmte Vorhaben zu lenken .
maz-6918.xml	6	Expansion.Manner.Arg1-as-manner	AltLex	Das wäre	Um den etwa 7000 Hektar großen Naturpark soll ein Rundweg angelegt werden .	Das wäre ein bedeutender Schritt zum erklärten Ziel , den ehemaligen Truppenübungsplatz touristisch zu erschließen .	Um den etwa 7000 Hektar großen Naturpark soll ein Rundweg angelegt werden . Das wäre ein bedeutender Schritt zum erklärten Ziel , den ehemaligen Truppenübungsplatz touristisch zu erschließen .
maz-6918.xml	7	Expansion.Instantiation.Arg2-as-instance	implicit		Das wäre ein bedeutender Schritt zum erklärten Ziel , den ehemaligen Truppenübungsplatz touristisch zu erschließen .	Die Wanderdüne bei Forst Zinna ist schon jetzt ein bei Auswärtigen und Einheimischen gleichermaßen beliebtes Ausflugsziel .	Das wäre ein bedeutender Schritt zum erklärten Ziel , den ehemaligen Truppenübungsplatz touristisch zu erschließen . Die Wanderdüne bei Forst Zinna ist schon jetzt ein bei Auswärtigen und Einheimischen gleichermaßen beliebtes Ausflugsziel .
maz-6918.xml	8	Comparison.Contrast	implicit		Diese Art der Konversion - die Natur erobert frühere Militärflächen zurück - ist vergleichsweise billig .	Die Abschnitte , auf denen möglicherweise weiterhin gefährliche Munition lagert , bleiben allerdings Sperrgebiet .	Diese Art der Konversion - die Natur erobert frühere Militärflächen zurück - ist vergleichsweise billig . Die Abschnitte , auf denen möglicherweise weiterhin gefährliche Munition lagert , bleiben allerdings Sperrgebiet .
maz-6918.xml	9	Expansion.Level-of-detail.Arg2-as-detail	AltLex	Wie gesagt	Ob bei der touristischen Erschließung der Konversionsflächen auf lange Sicht neue Arbeitsplätze entstehen , hängt vor allem davon ab , wie viele Neugierige kommen werden .	Wie gesagt : Stolpe war schon da .	Ob bei der touristischen Erschließung der Konversionsflächen auf lange Sicht neue Arbeitsplätze entstehen , hängt vor allem davon ab , wie viele Neugierige kommen werden . Wie gesagt : Stolpe war schon da .
maz-17242.xml	3	Temporal.Asynchronous.Precedence	explicit	und	aus dem Haus huschte	flugs in das in der Garage eingemummelte Auto stieg ,	aus dem Haus huschte und flugs in das in der Garage eingemummelte Auto stieg ,
maz-17242.xml	5	Comparison.Concession.Arg2-as-denier	explicit	Aber	Also nee , wissense nee , als ich heute Morgen wie immer in der letzten Minute aus dem Haus huschte und flugs in das in der Garage eingemummelte Auto stieg , hatte ich die miesen Grade noch gar nicht richtig mitgeschnitten .	dann begegnete ich einem Geisterfahrer , der verstohlen durch einen Schlitz in der Sichtscheibe schielte und beim Abbiegen nach links vorsichtshalber das Seitenfenster öffnete , um nicht in den Gegenverkehr zu brettern .	Also nee , wissense nee , als ich heute Morgen wie immer in der letzten Minute aus dem Haus huschte und flugs in das in der Garage eingemummelte Auto stieg , hatte ich die miesen Grade noch gar nicht richtig mitgeschnitten . Aber dann begegnete ich einem Geisterfahrer , der verstohlen durch einen Schlitz in der Sichtscheibe schielte und beim Abbiegen nach links vorsichtshalber das Seitenfenster öffnete , um nicht in den Gegenverkehr zu brettern .
maz-17242.xml	6	Temporal.Asynchronous.Precedence	explicit	dann	hatte ich die miesen Grade noch gar nicht richtig mitgeschnitten .	Aber begegnete ich einem Geisterfahrer ,	hatte ich die miesen Grade noch gar nicht richtig mitgeschnitten . Aber dann begegnete ich einem Geisterfahrer ,
maz-17242.xml	7	Expansion.Conjunction	explicit	und	der verstohlen durch einen Schlitz in der Sichtscheibe schielte	beim Abbiegen nach links vorsichtshalber das Seitenfenster öffnete ,	der verstohlen durch einen Schlitz in der Sichtscheibe schielte und beim Abbiegen nach links vorsichtshalber das Seitenfenster öffnete ,
maz-17242.xml	8	Contingency.Purpose.Arg2-as-goal	explicit	um	beim Abbiegen nach links vorsichtshalber das Seitenfenster öffnete ,	nicht in den Gegenverkehr zu brettern .	beim Abbiegen nach links vorsichtshalber das Seitenfenster öffnete , um nicht in den Gegenverkehr zu brettern .
maz-17242.xml	9	Expansion.Conjunction	explicit	Und	Da wusste ich : Es wintert .	wie immer haben die einen die Zeit völlig verpasst und rasen jetzt nach Winterrreifen rum , die anderen wollten schon lange Fensterspray kaufen , in den Schuhgeschäften werden die warmen Stiefel nun endlich doch anprobiert ,	Da wusste ich : Es wintert . Und wie immer haben die einen die Zeit völlig verpasst und rasen jetzt nach Winterrreifen rum , die anderen wollten schon lange Fensterspray kaufen , in den Schuhgeschäften werden die warmen Stiefel nun endlich doch anprobiert ,
maz-17242.xml	12	Expansion.Conjunction	explicit	und	Und wie immer haben die einen die Zeit völlig verpasst	rasen jetzt nach Winterrreifen rum ,	Und wie immer haben die einen die Zeit völlig verpasst und rasen jetzt nach Winterrreifen rum ,
maz-17242.xml	15	Expansion.Conjunction	explicit	und	Und wie immer haben die einen die Zeit völlig verpasst und rasen jetzt nach Winterrreifen rum ,	die anderen wollten schon lange Fensterspray kaufen , in den Schuhgeschäften werden die warmen Stiefel nun endlich doch anprobiert , die Hompage der Standheizungsbauer hatte bald so viel Besuch wie die der Wetterkarten .	Und wie immer haben die einen die Zeit völlig verpasst und rasen jetzt nach Winterrreifen rum , die anderen wollten schon lange Fensterspray kaufen , in den Schuhgeschäften werden die warmen Stiefel nun endlich doch anprobiert , und die Hompage der Standheizungsbauer hatte bald so viel Besuch wie die der Wetterkarten .
maz-17242.xml	18	Expansion.Conjunction	explicit	und	"Da wird der Surfer auf "" Scherze "" gelenkt"	hat dann je nach Lust und Laune auch was zu lachen .	"Da wird der Surfer auf "" Scherze "" gelenkt und hat dann je nach Lust und Laune auch was zu lachen ."
